IDX,name,ID,precursorMZ,collisionType,collisionEnergy,productIon,meanMZ,meanIntensity,RSDIntensity,relMeanIntensity,RSDRelMeanIntensity,relIntensity,sdRelIntensity
1122,7-MeG,VAN-GUX-004.mzML,166.0721436,HCD,10,C6H7N5O,166.0722214,9459126.197,80.39532981,0.420983235,0.803953298,1,0.33845086
1123,7-MeG,VAN-GUX-004.mzML,166.0721436,HCD,20,C6H7N5O,166.0722286,7030462.063,78.34420922,0.417641321,0.783442092,1,0.32719779
1124,7-MeG,VAN-GUX-004.mzML,166.0721436,HCD,30,C6H7N5O,166.0722936,5431572.892,70.50971864,0.446927902,0.705097186,1,0.315127606
1125,7-MeG,VAN-GUX-004.mzML,166.072113,HCD,40,C6H7N5O,166.0723205,1670747.535,68.73165841,0.485217059,0.687316584,1,0.333497732
1126,7-MeG,VAN-GUX-004.mzML,166.072113,HCD,50,C6H7N5O,166.0723,304955.998,60.6645564,0.522135419,0.606645564,1,0.316751136
1127,7-MeG,VAN-GUX-004.mzML,166.0721283,HCD,60,C6H7N5O,166.0722351,45427.23779,51.16904599,0.559532669,0.51169046,1,0.286307529
1128,O6-MeG,VAN-GUX-006.mzML,166.0723114,CID,0,C6H7N5O,166.0728818,5796564.238,160.1058251,0.236489766,1.601058251,1,0.378633891
1129,O6-MeG,VAN-GUX-006.mzML,166.0723419,CID,10,C6H7N5O,166.0728163,6464226.8,163.6114866,0.206713938,1.636114866,1,0.338207747
1130,O6-MeG,VAN-GUX-006.mzML,166.0723419,CID,20,C6H7N5O,166.0728403,2445794.679,249.3877769,0.098319373,2.493877769,1,0.245196498
1131,O6-MeG,VAN-GUX-006.mzML,166.0723419,CID,30,C6H7N5O,166.0729327,42801.96789,197.243436,0.150418692,1.97243436,1,0.296690997
1132,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,0,C6H7N5O,166.072806,9025777.169,186.6714695,0.163532853,1.866714695,1,0.30526918
1133,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,10,C6H7N5O,166.0729016,4006276.806,226.9836676,0.138161759,2.269836676,1,0.313604628
1134,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,20,C6H7N5O,166.0727914,3965081.287,214.6253696,0.108418687,2.146253696,1,0.232694008
1135,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,30,C4H5N3O,110.0349435,112381.7599,109.5237684,0.005824114,1.095237684,0.023000659,0.006378789
1136,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,30,C5H5N5,134.0462004,808374.4908,132.0481764,0.041893501,1.320481764,0.165446299,0.055319605
1137,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,30,C6H7N5O,166.0725021,4886023.42,127.7705965,0.253215102,1.277705965,1,0.323534447
1138,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,40,C5H5N5,134.0461819,1487275.517,123.8453867,0.257600762,1.238453867,1,0.31902666
1139,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,40,C6H7N5O,166.0725123,1435344.203,99.97451888,0.248606097,0.999745189,0.965082923,0.248542749
1140,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,50,C5H5N5,134.0462142,1782147.002,109.8354752,0.311217578,1.098354752,1,0.341827306
1141,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,50,C6H7N5O,166.0724912,219154.536,86.93813072,0.03827111,0.869381307,0.122972199,0.033272188
1142,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,70,C6H10N5O,164.0576259,3768.415492,44.12231581,0.662472762,0.441223158,1,0.292298324
1143,O6-MeG,VAN-GUX-006.mzML,166.0723419,HCD,70,C6H9N5O,164.0576935,3661.20208,49.4574108,0.643625062,0.494574108,0.971549471,0.318320291
1144,O6-MeG,VAN-GUX-006.mzML,166.0723877,HCD,80,C6H10N5O,164.0576341,5224.133393,52.56701798,0.589831351,0.52567018,0.861532142,0.310056752
1145,O6-MeG,VAN-GUX-006.mzML,166.0723877,HCD,80,C6H9N5O,164.057646,6063.770738,44.78180868,0.684630697,0.447818087,1,0.306590009
1146,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1195984,CID,0,C11H15N5O4,282.1196796,6665707.182,90.83510651,0.380324936,0.908351065,1,0.345468561
1147,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1195984,CID,10,C11H15N5O4,282.1196738,6222873.347,90.62995002,0.371442046,0.9062995,1,0.336637741
1148,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1195984,CID,20,C11H15N5O4,282.1197218,3160106.881,90.78125929,0.382163726,0.907812593,1,0.346933043
1149,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1195984,CID,30,C6H7N5,150.0774004,4933635.411,86.62674804,0.383767609,0.86626748,1,0.3324454
1150,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,CID,40,C6H7N5,150.0774094,4886315.966,87.01699664,0.393498083,0.870169966,1,0.342410214
1151,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,CID,50,C6H7N5,150.0773993,5348414.368,77.60265457,0.412833525,0.776026546,1,0.320369774
1152,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1195984,HCD,0,C11H15N5O4,282.1198178,5878736.135,90.67505019,0.378990132,0.906750502,1,0.343649493
1153,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,10,C11H15N5O4,282.1198906,5182076.814,91.20668556,0.374241855,0.912066856,1,0.341333592
1154,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,10,C6H7N5,150.0775298,1432211.23,52.56099671,0.103432158,0.525609967,0.276377847,0.054364973
1155,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,20,C11H15N5O4,282.119936,1878559.878,76.7126963,0.146207348,0.767126963,0.347943783,0.112159599
1156,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,20,C6H7N5,150.0775115,5399032.751,81.9641141,0.420203939,0.819641141,1,0.344416436
1157,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,30,C6H7N5,150.0774895,6838547.219,86.3305113,0.407348752,0.863305113,1,0.35166626
1158,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,40,C6H7N5,150.0774959,6181420.169,96.00792017,0.345894989,0.960079202,1,0.332086585
1159,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,50,C6H7N5,150.0774882,5623559.709,95.91922737,0.360656926,0.959192274,1,0.345939337
1160,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,60,C6H7N5,150.0774962,5100122.865,81.93627416,0.404557915,0.819362742,1,0.331479682
1161,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,70,C6H7N5,150.0775001,3294761.472,80.79923071,0.414110107,0.807992307,1,0.334597781
1162,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,80,C4H5N3,94.03998067,81468.22819,114.5477286,0.019447658,1.145477286,0.049471965,0.022276851
1163,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1197815,HCD,80,C6H7N5,150.0774956,1646755.441,86.55963042,0.393104618,0.865596304,1,0.340269905
1164,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1195984,HCD,90,C4H5N3,94.0399673,139053.713,170.6202897,0.089378008,1.706202897,0.1402829,0.152497016
1165,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1195984,HCD,90,C6H7N5,150.0774992,991237.7969,45.12501849,0.637126892,0.451250185,1,0.287503628
1166,N6-Me-Adenosine,OLI-NCU-001.mzML,282.1195984,HCD,100,C4H5N3,94.03997636,112551.5043,120.3001523,0.257327027,1.203001523,1,0.309564805
1167,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.1145935,CID,0,C11H15N5O5,298.1145582,3123786.372,76.46343101,0.43679634,0.76463431,1,0.333989468
1168,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.1145935,CID,10,C10H13N5O4,268.1041259,142324.8644,59.86433998,0.02000176,0.5986434,0.048386754,0.011973922
1169,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.1145935,CID,10,C11H15N5O5,298.1145517,2941401.394,77.36584315,0.413372641,0.773658432,1,0.319809229
1170,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,CID,20,C10H13N5O4,268.1040241,2420095.603,89.18030935,0.430688129,0.891803093,1,0.384089006
1171,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,CID,20,C11H15N5O5,298.1146293,586545.6088,83.44576201,0.104383575,0.83445762,0.242364644,0.08710367
1172,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.1145935,CID,30,C10H13N5O4,268.1040183,2924398.419,77.61607022,0.414093344,0.776160702,1,0.321402981
1173,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,CID,40,C10H13N5O4,268.1040267,2703472.391,80.73779059,0.394132719,0.807377906,1,0.318214049
1174,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,CID,50,C10H13N5O4,268.1040325,2844664.724,73.80047321,0.435439613,0.738004732,1,0.321356495
1175,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.1145935,HCD,0,C11H15N5O5,298.1146868,2834649.933,73.97845284,0.444005577,0.739784528,1,0.328468457
1176,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,10,C10H13N5O4,268.1042285,1108020.455,69.22627128,0.279047392,0.692262713,0.639256898,0.193174104
1177,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,10,C11H15N5O5,298.1147428,1733294.483,70.76552856,0.43651839,0.707655286,1,0.308904546
1178,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,20,C10H13N5O4,268.1042691,1483411.871,62.61703293,0.433803304,0.626170329,0.923899113,0.271634758
1179,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,20,C11H15N5O5,298.1148134,376177.5375,19.40727618,0.110007923,0.194072762,0.234291029,0.021349541
1180,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,20,C5H5N5,136.0618401,1605599.411,63.20604471,0.469535362,0.632060447,1,0.296774731
1181,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,30,C10H13N5O4,268.104257,222710.9456,68.22714791,0.037210391,0.682271479,0.070160245,0.025387589
1182,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,30,C5H5N5,136.0618114,3174318.229,57.27999195,0.530362902,0.57279992,1,0.303791828
1183,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,40,C5H5N5,136.0617892,2967834.267,67.06588388,0.503997094,0.670658839,1,0.338010106
1184,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,40,C6H7N5,148.0617952,323364.8563,49.50898628,0.054913763,0.495089863,0.108956507,0.027187247
1185,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,50,C5H5N5,136.0617906,2410818.267,72.96398456,0.443371282,0.729639846,1,0.323501354
1186,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,50,C6H7N5,148.0618256,354350.1984,59.75015936,0.065168206,0.597501594,0.146983372,0.038938107
1187,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,60,C5H5N5,136.0617963,1977166.02,67.26405082,0.46057725,0.672640508,1,0.309802916
1188,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,70,C5H5N5,136.0617911,1443709.671,57.20632877,0.509857717,0.572063288,1,0.291670882
1189,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,80,C4H5N3,94.0399795,5648.653636,86.24776119,0.003786482,0.862477612,0.008479169,0.003265756
1190,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,80,C5H5N5,136.0618091,666180.1161,75.74595536,0.446562925,0.757459554,1,0.338253354
1191,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.114563,HCD,90,C4H5N3,94.03996209,25905.8456,120.6032056,0.260592573,1.206032056,1,0.314282996
1192,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.1145935,HCD,100,C4H5N3,94.03995692,26764.63419,100.7997063,0.032332218,1.007997063,0.052122307,0.032590781
1193,N(6)-OH-Me-Adenosine,OLI-NCU-002.mzML,298.1145935,HCD,100,C5H4N4,119.0352365,513496.7292,42.46288013,0.620314404,0.424628801,1,0.263403362
1194,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0991211,CID,0,C11H13N5O5,296.0990167,455130.4208,54.3078602,0.56401753,0.543078602,1,0.306305852
1195,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0991211,CID,10,C11H13N5O5,296.0990017,470946.4206,45.58573345,0.650014875,0.455857334,1,0.296314048
1196,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0991211,CID,20,C11H13N5O5,296.0990195,41751.22559,52.87565995,0.581814928,0.528756599,1,0.307638483
1197,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0991211,CID,30,C6H5N5O,164.056647,451345.6875,22.00345225,0.839102801,0.220034522,1,0.184631584
1198,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0991211,CID,40,C6H5N5O,164.0566297,439551.3929,21.13432605,0.763825232,0.21134326,1,0.161429315
1199,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0990601,CID,50,C6H5N5O,164.0566355,436467.0417,7.780138583,0.916247508,0.077801386,1,0.071285326
1200,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0991211,HCD,0,C11H13N5O5,296.0991072,437741.8017,49.21526092,0.626786088,0.492152609,1,0.308474408
1201,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0990601,HCD,10,C11H13N5O5,296.0991177,218257.1667,31.96561796,0.394286407,0.31965618,0.478254863,0.126036087
1202,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0990601,HCD,10,C6H5N5O,164.0567068,456361.625,14.75423713,0.824427386,0.147542371,1,0.121637972
1203,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0990601,HCD,20,C6H5N5O,164.0567134,501594.3698,33.51779259,0.760099654,0.335177926,1,0.254768626
1204,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0990601,HCD,30,C6H5N5O,164.0567564,353035.2594,32.30770955,0.764621092,0.323077096,1,0.247031562
1205,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0990601,HCD,40,C5H5N5,136.061822,527711.1987,37.12200898,0.738231402,0.37122009,1,0.274046327
1206,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0990601,HCD,50,C5H5N5,136.0617998,576895.434,24.56547359,0.777235384,0.245654736,1,0.190931553
1207,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0990601,HCD,70,C5H5N5,136.0617803,304243.668,37.91349415,0.789065715,0.379134941,1,0.299162384
1208,N6-formyl-Adenosine,OLI-NCU-003.mzML,296.0991211,HCD,100,C4H5N3,94.03996,8125.112305,50.6309746,0.564175347,0.506309746,1,0.285647477
1209,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,CID,0,C10H15N3O5,258.1085427,2485485.574,81.71362008,0.393601741,0.817136201,1,0.321626231
1210,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,CID,10,C10H15N3O5,258.1084968,2255304.436,82.519545,0.386118167,0.82519545,1,0.318622954
1211,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,CID,20,C10H15N3O5,258.1086086,90982.926,119.5299503,0.277417841,1.195299503,1,0.331597407
1212,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,CID,30,C5H7N3O,126.066155,2362172.164,72.64043942,0.435867784,0.726404394,1,0.316616274
1213,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,CID,40,C5H7N3O,126.0661545,2309403.781,71.4776684,0.438476087,0.714776684,1,0.313412483
1214,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.10849,CID,50,C5H7N3O,126.0661662,2224870.456,67.20675255,0.455510365,0.672067525,1,0.306133724
1215,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,HCD,0,C10H15N3O5,258.1086481,2145291.517,79.63625846,0.40867553,0.796362585,1,0.325453901
1216,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.10849,HCD,10,C10H15N3O5,258.108708,397939.3906,63.95088249,0.072728211,0.639508825,0.174301299,0.046510333
1217,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.10849,HCD,10,C5H7N3O,126.0662224,2283054.649,76.31004893,0.417255705,0.763100489,1,0.318408033
1218,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,HCD,20,C5H7N3O,126.0662222,2774749.929,76.97036267,0.421292402,0.769703627,1,0.324270289
1219,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.10849,HCD,30,C4H8,57.0698924,6611.813281,31.34833817,0.000956967,0.313483382,0.002409787,0.000299993
1220,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.10849,HCD,30,C5H7N3O,126.0662174,2743733.408,74.46564711,0.397116689,0.744656471,1,0.295715512
1221,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.10849,HCD,40,C4H8,57.069896,8183.623535,52.49776126,0.001231579,0.524977613,0.002840436,0.000646552
1222,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.10849,HCD,40,C5H7N3O,126.0662218,2881115.762,71.33426445,0.433588168,0.713342645,1,0.30929693
1223,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.10849,HCD,50,C4H8,57.0699014,6919.904883,56.7693352,0.001135728,0.567693352,0.002701814,0.000644745
1224,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.10849,HCD,50,C5H7N3O,126.066217,2561207.111,72.68036458,0.420357564,0.726803646,1,0.30551741
1225,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,HCD,60,C4H8,57.069887,5760.860677,49.13206571,0.00135239,0.491320657,0.002887638,0.000664457
1226,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,HCD,60,C5H7N3O,126.0662189,1995007.843,65.8104315,0.468337756,0.658104315,1,0.308215098
1227,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.108429,HCD,70,C4H8,55.34220271,3793.45316,33.01594841,0.001528095,0.330159484,0.003190605,0.000504515
1228,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.108429,HCD,70,C5H7N3O,126.0662299,1188944.885,65.92802699,0.478935918,0.65928027,1,0.315753001
1229,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085205,HCD,80,C4H8,55.05425267,3878.84375,34.65644848,0.644312199,0.346564485,1,0.223295725
1230,5-Methyl-Cytidine,OLI-NCU-004.mzML,258.1085815,HCD,90,C4H8,55.054252,2440.181187,34.8325272,0.6230447,0.348325272,1,0.217022215
1231,5-OH-Me-Cytidine,OLI-NCU-005.mzML,274.103363,CID,0,C10H15N3O6,274.1034349,2891106.808,72.16393694,0.450596275,0.721639369,1,0.325168012
1232,5-OH-Me-Cytidine,OLI-NCU-005.mzML,274.103363,CID,10,C10H15N3O6,274.1034176,2583614.225,73.94227762,0.445375706,0.739422776,1,0.329320941
1233,5-OH-Me-Cytidine,OLI-NCU-005.mzML,274.103363,CID,20,C10H15N3O6,274.1034766,140143.6683,112.1477645,0.286435111,1.121477645,1,0.321230574
1234,5-OH-Me-Cytidine,OLI-NCU-005.mzML,274.103363,CID,30,C5H7N3O2,142.0610481,2517644.203,62.72871591,0.503935718,0.627287159,1,0.316112405
1235,5-OH-Me-Cytidine,OLI-NCU-005.mzML,274.103363,CID,40,C5H7N3O2,142.061061,2243324.757,67.78899935,0.46205717,0.677889994,1,0.313223932
1236,5-OH-Me-Cytidine,OLI-NCU-005.mzML,274.103302,CID,50,C5H7N3O2,142.0610532,2347773.409,55.74749595,0.537549169,0.55747496,1,0.299670201
